year,month,stateid,price,price-units
2023,03,AL,14.67,cents per kilowatt-hour
2023,03,AL,0.0,cents per kilowatt-hour
2023,04,ID,0.0,cents per kilowatt-hour
2023,04,IL,17.82,cents per kilowatt-hour
2023,04,IL,5.98,cents per kilowatt-hour
2023,04,IN,15.08,cents per kilowatt-hour
2023,04,IN,13.63,cents per kilowatt-hour
2023,04,IA,12.62,cents per kilowatt-hour
2023,04,IA,0.0,cents per kilowatt-hour
2023,04,KS,13.59,cents per kilowatt-hour
2023,04,KS,0.0,cents per kilowatt-hour
2023,10,CO,14.5,cents per kilowatt-hour
2023,10,CO,13.64,cents per kilowatt-hour
2023,10,CT,29.01,cents per kilowatt-hour
2023,10,CT,16.09,cents per kilowatt-hour
2023,10,DE,17.43,cents per kilowatt-hour
2023,10,DE,0.0,cents per kilowatt-hour
2023,11,KY,13.29,cents per kilowatt-hour
2023,11,KY,0.0,cents per kilowatt-hour
2023,11,LA,11.45,cents per kilowatt-hour
2023,11,LA,11.23,cents per kilowatt-hour
2023,11,ME,28.46,cents per kilowatt-hour
2023,11,ME,0.0,cents per kilowatt-hour
2023,05,NC,12.9,cents per kilowatt-hour
2023,05,NC,8.16,cents per kilowatt-hour
2023,05,ND,11.75,cents per kilowatt-hour
2023,05,ND,0.0,cents per kilowatt-hour
2023,05,OH,15.63,cents per kilowatt-hour
2023,05,OH,5.86,cents per kilowatt-hour
2023,05,OK,11.63,cents per kilowatt-hour
2023,05,OK,0.0,cents per kilowatt-hour
2023,05,OR,13.01,cents per kilowatt-hour
2023,05,OR,11.54,cents per kilowatt-hour
2023,07,NY,22.29,cents per kilowatt-hour
2023,07,NY,15.83,cents per kilowatt-hour
2023,07,NC,12.39,cents per kilowatt-hour
2023,07,NC,9.28,cents per kilowatt-hour
2023,07,ND,12.63,cents per kilowatt-hour
2023,07,ND,0.0,cents per kilowatt-hour
2023,07,OH,15.73,cents per kilowatt-hour
2023,07,OH,6.02,cents per kilowatt-hour
2023,07,OK,12.27,cents per kilowatt-hour
2023,07,OK,0.0,cents per kilowatt-hour
2023,07,OR,13.17,cents per kilowatt-hour
2023,07,OR,11.31,cents per kilowatt-hour
2023,01,WY,10.24,cents per kilowatt-hour
2023,01,WY,0.0,cents per kilowatt-hour
2023,01,NEW,29.95,cents per kilowatt-hour
2023,01,NEW,14.42,cents per kilowatt-hour
2023,01,MAT,19.88,cents per kilowatt-hour
2023,01,MAT,14.23,cents per kilowatt-hour
2023,01,ENC,15.8,cents per kilowatt-hour
2023,01,ENC,7.49,cents per kilowatt-hour
2023,01,WNC,11.34,cents per kilowatt-hour
2023,01,WNC,8.9,cents per kilowatt-hour
2023,01,SAT,13.9,cents per kilowatt-hour
2023,02,OK,11.34,cents per kilowatt-hour
2023,02,OK,0.0,cents per kilowatt-hour
2023,02,OR,12.25,cents per kilowatt-hour
2023,02,OR,11.1,cents per kilowatt-hour
2023,02,PA,18.33,cents per kilowatt-hour
2023,02,PA,11.46,cents per kilowatt-hour
2023,02,RI,29.08,cents per kilowatt-hour
2023,03,AK,23.45,cents per kilowatt-hour
2023,03,AK,0.0,cents per kilowatt-hour
2023,03,AZ,13.62,cents per kilowatt-hour
2023,03,AZ,8.96,cents per kilowatt-hour
2023,03,AR,12.21,cents per kilowatt-hour
2023,03,AR,11.18,cents per kilowatt-hour
2023,03,CA,30.39,cents per kilowatt-hour
2023,03,CA,11.79,cents per kilowatt-hour
2023,03,CO,13.8,cents per kilowatt-hour
2023,03,CO,12.37,cents per kilowatt-hour
2023,03,CT,33.06,cents per kilowatt-hour
2023,03,CT,27.22,cents per kilowatt-hour
2023,03,DE,15.33,cents per kilowatt-hour
2023,03,DE,0.0,cents per kilowatt-hour
2023,07,PA,17.94,cents per kilowatt-hour
2023,07,PA,10.04,cents per kilowatt-hour
2023,07,RI,24.31,cents per kilowatt-hour
2023,07,RI,16.73,cents per kilowatt-hour
2023,07,SC,13.21,cents per kilowatt-hour
2023,07,SC,0.0,cents per kilowatt-hour
2023,07,SD,13.3,cents per kilowatt-hour
2023,07,SD,0.0,cents per kilowatt-hour
2023,07,TN,12.22,cents per kilowatt-hour
2023,07,TN,0.0,cents per kilowatt-hour
2023,07,TX,13.95,cents per kilowatt-hour
2023,07,TX,7.22,cents per kilowatt-hour
2023,07,UT,11.71,cents per kilowatt-hour
2023,07,UT,12.31,cents per kilowatt-hour
2023,05,TN,12.27,cents per kilowatt-hour
2023,05,TN,0.0,cents per kilowatt-hour
2023,05,TX,14.65,cents per kilowatt-hour
2023,05,TX,6.84,cents per kilowatt-hour
2023,05,UT,10.84,cents per kilowatt-hour
2023,05,UT,12.3,cents per kilowatt-hour
2023,05,VT,21.03,cents per kilowatt-hour
2023,05,VT,0.0,cents per kilowatt-hour
2023,05,VA,15.19,cents per kilowatt-hour
2023,05,VA,10.76,cents per kilowatt-hour
2023,02,KY,12.64,cents per kilowatt-hour
2023,02,KY,0.0,cents per kilowatt-hour
2023,02,LA,12.88,cents per kilowatt-hour
2023,02,LA,13.22,cents per kilowatt-hour
2023,02,ME,26.32,cents per kilowatt-hour
2023,02,ME,0.0,cents per kilowatt-hour
2023,02,MD,16.22,cents per kilowatt-hour
2023,02,MD,11.23,cents per kilowatt-hour
2023,02,MA,32.56,cents per kilowatt-hour
2023,02,MA,8.65,cents per kilowatt-hour
2023,12,OK,10.79,cents per kilowatt-hour
2023,12,OK,0.0,cents per kilowatt-hour
2023,12,OR,12.61,cents per kilowatt-hour
2023,12,OR,11.73,cents per kilowatt-hour
2023,12,PA,17.52,cents per kilowatt-hour
2023,12,PA,10.71,cents per kilowatt-hour
2023,12,RI,30.86,cents per kilowatt-hour
2023,12,RI,20.94,cents per kilowatt-hour
2023,05,MN,15.32,cents per kilowatt-hour
2023,05,MN,12.66,cents per kilowatt-hour
2023,05,MS,13.89,cents per kilowatt-hour
2023,05,MS,0.0,cents per kilowatt-hour
2023,05,MO,12.27,cents per kilowatt-hour
2023,05,MO,8.43,cents per kilowatt-hour
2023,05,MT,12.79,cents per kilowatt-hour
2023,05,MT,0.0,cents per kilowatt-hour
2023,05,NE,11.77,cents per kilowatt-hour
2023,05,NE,0.0,cents per kilowatt-hour
2023,01,IL,15.99,cents per kilowatt-hour
2023,01,IL,7.44,cents per kilowatt-hour
2023,01,IN,15.43,cents per kilowatt-hour
2023,01,IN,13.29,cents per kilowatt-hour
2023,01,IA,11.38,cents per kilowatt-hour
2023,01,IA,0.0,cents per kilowatt-hour
2023,01,KS,12.73,cents per kilowatt-hour
2023,01,KS,0.0,cents per kilowatt-hour
2023,02,IL,17.03,cents per kilowatt-hour
2023,02,IL,7.15,cents per kilowatt-hour
2023,02,IN,16.12,cents per kilowatt-hour
2023,02,IN,0.0,cents per kilowatt-hour
2023,02,IA,11.69,cents per kilowatt-hour
2023,02,IA,0.0,cents per kilowatt-hour
2023,02,KS,14.45,cents per kilowatt-hour
2023,02,KS,0.0,cents per kilowatt-hour
2023,04,VT,0.0,cents per kilowatt-hour
2023,05,WA,11.16,cents per kilowatt-hour
2023,05,WA,10.24,cents per kilowatt-hour
2023,05,WV,14.6,cents per kilowatt-hour
2023,05,WV,0.0,cents per kilowatt-hour
2023,05,WI,17.43,cents per kilowatt-hour
2023,05,WI,16.34,cents per kilowatt-hour
2023,05,WY,11.9,cents per kilowatt-hour
2023,05,WY,0.0,cents per kilowatt-hour
2023,05,NEW,29.47,cents per kilowatt-hour
2023,05,NEW,11.16,cents per kilowatt-hour
2023,05,MAT,18.96,cents per kilowatt-hour
2023,05,MAT,14.3,cents per kilowatt-hour
2023,05,ENC,16.86,cents per kilowatt-hour
2023,05,ENC,7.27,cents per kilowatt-hour
2023,05,WNC,13.4,cents per kilowatt-hour
2023,05,WNC,10.3,cents per kilowatt-hour
2023,05,SAT,14.59,cents per kilowatt-hour
2023,05,SAT,10.27,cents per kilowatt-hour
2023,06,TN,12.34,cents per kilowatt-hour
2023,06,TN,0.0,cents per kilowatt-hour
2023,06,TX,14.35,cents per kilowatt-hour
2023,06,TX,6.99,cents per kilowatt-hour
2023,06,UT,11.44,cents per kilowatt-hour
2023,06,UT,12.37,cents per kilowatt-hour
2023,06,VT,21.0,cents per kilowatt-hour
2023,06,VT,0.0,cents per kilowatt-hour
2023,01,DE,14.25,cents per kilowatt-hour
2023,01,DE,0.0,cents per kilowatt-hour
2023,01,DC,14.96,cents per kilowatt-hour
2023,01,DC,10.26,cents per kilowatt-hour
2023,01,FL,14.89,cents per kilowatt-hour
2023,01,FL,11.14,cents per kilowatt-hour
2023,01,GA,12.81,cents per kilowatt-hour
2023,01,GA,9.28,cents per kilowatt-hour
2023,01,HI,44.96,cents per kilowatt-hour
2023,01,HI,0.0,cents per kilowatt-hour
2023,01,ID,10.51,cents per kilowatt-hour
2023,01,ID,0.0,cents per kilowatt-hour
2023,05,NV,17.43,cents per kilowatt-hour
2023,05,NV,13.02,cents per kilowatt-hour
2023,05,NH,30.6,cents per kilowatt-hour
2023,05,NH,0.0,cents per kilowatt-hour
2023,05,NJ,17.13,cents per kilowatt-hour
2023,05,NJ,11.94,cents per kilowatt-hour
2023,05,NM,12.96,cents per kilowatt-hour
2023,05,NM,0.0,cents per kilowatt-hour
2023,12,VT,21.09,cents per kilowatt-hour
2023,12,VT,0.0,cents per kilowatt-hour
2023,12,VA,13.54,cents per kilowatt-hour
2023,12,VA,9.97,cents per kilowatt-hour
2023,12,WA,10.98,cents per kilowatt-hour
2023,12,WA,10.08,cents per kilowatt-hour
2023,07,ENC,16.1,cents per kilowatt-hour
2023,07,ENC,6.91,cents per kilowatt-hour
2023,07,WNC,14.3,cents per kilowatt-hour
2023,07,WNC,13.12,cents per kilowatt-hour
2023,07,SAT,14.23,cents per kilowatt-hour
2023,07,SAT,10.22,cents per kilowatt-hour
2023,04,VA,14.58,cents per kilowatt-hour
2023,04,VA,14.4,cents per kilowatt-hour
2023,04,WA,10.95,cents per kilowatt-hour
2023,04,WA,10.19,cents per kilowatt-hour
2023,04,WV,14.38,cents per kilowatt-hour
2023,04,WV,0.0,cents per kilowatt-hour
2023,04,WI,16.98,cents per kilowatt-hour
2023,04,WI,16.93,cents per kilowatt-hour
2023,04,WY,11.19,cents per kilowatt-hour
2023,04,WY,0.0,cents per kilowatt-hour
2023,04,NEW,31.22,cents per kilowatt-hour
2023,04,NEW,11.64,cents per kilowatt-hour
2023,04,MAT,18.74,cents per kilowatt-hour
2023,04,MAT,13.59,cents per kilowatt-hour
2023,04,ENC,16.57,cents per kilowatt-hour
2023,04,ENC,6.37,cents per kilowatt-hour
2023,04,WNC,12.65,cents per kilowatt-hour
2023,04,WNC,9.55,cents per kilowatt-hour
2023,04,SAT,14.64,cents per kilowatt-hour
2023,09,FL,15.48,cents per kilowatt-hour
2023,05,ESC,13.26,cents per kilowatt-hour
2023,05,ESC,0.0,cents per kilowatt-hour
2023,05,WSC,13.81,cents per kilowatt-hour
2023,05,WSC,7.11,cents per kilowatt-hour
2023,05,MTN,13.89,cents per kilowatt-hour
2023,05,MTN,11.61,cents per kilowatt-hour
2023,05,PACC,22.11,cents per kilowatt-hour
2023,05,PACC,12.86,cents per kilowatt-hour
2023,09,AK,24.57,cents per kilowatt-hour
2023,09,AK,0.0,cents per kilowatt-hour
2023,09,AZ,14.38,cents per kilowatt-hour
2023,09,AZ,10.41,cents per kilowatt-hour
2023,09,AR,12.69,cents per kilowatt-hour
2023,09,AR,15.52,cents per kilowatt-hour
2023,09,CA,30.01,cents per kilowatt-hour
2023,09,CA,15.19,cents per kilowatt-hour
2023,09,CO,15.03,cents per kilowatt-hour
2023,09,CO,15.43,cents per kilowatt-hour
2023,09,CT,29.31,cents per kilowatt-hour
2023,09,CT,20.36,cents per kilowatt-hour
2023,08,AZ,13.83,cents per kilowatt-hour
2023,08,AZ,10.38,cents per kilowatt-hour
2023,08,AR,12.47,cents per kilowatt-hour
2023,08,AR,15.52,cents per kilowatt-hour
2023,03,NE,10.48,cents per kilowatt-hour
2023,03,NE,0.0,cents per kilowatt-hour
2023,03,NV,17.11,cents per kilowatt-hour
2023,03,NV,12.96,cents per kilowatt-hour
2023,03,NH,30.25,cents per kilowatt-hour
2023,03,NH,0.0,cents per kilowatt-hour
2023,03,NJ,17.12,cents per kilowatt-hour
2023,03,NJ,11.38,cents per kilowatt-hour
2023,03,NM,13.05,cents per kilowatt-hour
2023,03,NM,0.0,cents per kilowatt-hour
2023,03,NY,21.21,cents per kilowatt-hour
2023,03,NY,14.73,cents per kilowatt-hour
2023,03,NC,12.67,cents per kilowatt-hour
2023,03,NC,7.96,cents per kilowatt-hour
2023,07,ESC,13.03,cents per kilowatt-hour
2023,07,ESC,0.0,cents per kilowatt-hour
2023,07,WSC,13.34,cents per kilowatt-hour
2023,07,WSC,7.48,cents per kilowatt-hour
2023,07,MTN,14.03,cents per kilowatt-hour
2023,07,MTN,13.26,cents per kilowatt-hour
2023,07,PACC,23.37,cents per kilowatt-hour
2023,07,PACC,12.82,cents per kilowatt-hour
2023,07,PACN,34.13,cents per kilowatt-hour
2023,07,PACN,0.0,cents per kilowatt-hour
2023,07,US,15.86,cents per kilowatt-hour
2023,07,US,12.77,cents per kilowatt-hour
2023,08,AL,14.19,cents per kilowatt-hour
2023,08,AL,0.0,cents per kilowatt-hour
2023,05,PA,18.46,cents per kilowatt-hour
2023,05,PA,9.3,cents per kilowatt-hour
2023,05,RI,26.84,cents per kilowatt-hour
2023,05,RI,16.88,cents per kilowatt-hour
2023,09,FL,11.69,cents per kilowatt-hour
2023,09,GA,13.97,cents per kilowatt-hour
2023,09,GA,9.4,cents per kilowatt-hour
2023,09,HI,41.52,cents per kilowatt-hour
2023,09,HI,0.0,cents per kilowatt-hour
2023,09,ID,11.53,cents per kilowatt-hour
2023,09,ID,0.0,cents per kilowatt-hour
2023,09,IL,14.7,cents per kilowatt-hour
2023,09,IL,7.0,cents per kilowatt-hour
2023,02,WA,10.71,cents per kilowatt-hour
2023,02,WA,10.54,cents per kilowatt-hour
2023,02,WV,13.55,cents per kilowatt-hour
2023,02,WV,0.0,cents per kilowatt-hour
2023,02,WI,16.33,cents per kilowatt-hour
2023,02,WI,16.41,cents per kilowatt-hour
2023,02,WY,10.26,cents per kilowatt-hour
2023,02,WY,0.0,cents per kilowatt-hour
2023,02,NEW,31.26,cents per kilowatt-hour
2023,02,NEW,19.09,cents per kilowatt-hour
2023,02,MAT,20.26,cents per kilowatt-hour
2023,02,MAT,14.84,cents per kilowatt-hour
2023,06,PACN,0.0,cents per kilowatt-hour
2023,06,US,16.09,cents per kilowatt-hour
2023,06,US,12.41,cents per kilowatt-hour
2023,03,OK,11.71,cents per kilowatt-hour
2023,03,OK,0.0,cents per kilowatt-hour
2023,03,OR,12.22,cents per kilowatt-hour
2023,03,OR,11.43,cents per kilowatt-hour
2023,02,MI,17.99,cents per kilowatt-hour
2023,02,MI,12.67,cents per kilowatt-hour
2023,02,MN,13.63,cents per kilowatt-hour
2023,02,MN,11.88,cents per kilowatt-hour
2023,02,MS,13.57,cents per kilowatt-hour
2023,02,MS,0.0,cents per kilowatt-hour
2023,02,MO,11.36,cents per kilowatt-hour
2023,02,MO,7.74,cents per kilowatt-hour
2023,02,MT,11.96,cents per kilowatt-hour
2023,02,MT,0.0,cents per kilowatt-hour
2023,02,NE,10.16,cents per kilowatt-hour
2023,02,NE,0.0,cents per kilowatt-hour
2023,02,NV,17.04,cents per kilowatt-hour
2023,02,NV,13.21,cents per kilowatt-hour
2023,02,NH,30.98,cents per kilowatt-hour
2023,02,NH,0.0,cents per kilowatt-hour
2023,02,NJ,16.97,cents per kilowatt-hour
2023,02,NJ,12.64,cents per kilowatt-hour
2023,02,NM,13.75,cents per kilowatt-hour
2023,02,NM,0.0,cents per kilowatt-hour
2023,02,NY,24.18,cents per kilowatt-hour
2023,02,NY,15.75,cents per kilowatt-hour
2023,11,NM,14.2,cents per kilowatt-hour
2023,11,NM,0.0,cents per kilowatt-hour
2023,11,NY,22.85,cents per kilowatt-hour
2023,11,NY,15.78,cents per kilowatt-hour
2023,11,NC,13.39,cents per kilowatt-hour
2023,11,NC,9.27,cents per kilowatt-hour
2023,11,ND,10.77,cents per kilowatt-hour
2023,11,ND,0.0,cents per kilowatt-hour
2023,11,OH,15.65,cents per kilowatt-hour
2023,11,OH,6.15,cents per kilowatt-hour
2023,11,OK,11.88,cents per kilowatt-hour
2023,11,OK,0.0,cents per kilowatt-hour
2023,11,OR,12.99,cents per kilowatt-hour
2023,11,OR,11.51,cents per kilowatt-hour
2023,11,PA,18.11,cents per kilowatt-hour
2023,11,PA,10.08,cents per kilowatt-hour
2023,02,ENC,16.28,cents per kilowatt-hour
2023,02,ENC,7.08,cents per kilowatt-hour
2023,02,WNC,12.03,cents per kilowatt-hour
2023,02,WNC,9.72,cents per kilowatt-hour
2023,02,SAT,14.56,cents per kilowatt-hour
2023,02,SAT,10.24,cents per kilowatt-hour
2023,02,ESC,13.39,cents per kilowatt-hour
2023,02,ESC,0.0,cents per kilowatt-hour
2023,03,PA,18.13,cents per kilowatt-hour
2023,03,PA,9.36,cents per kilowatt-hour
2023,03,RI,27.91,cents per kilowatt-hour
2023,03,RI,16.1,cents per kilowatt-hour
2023,12,MT,12.58,cents per kilowatt-hour
2023,12,MT,0.0,cents per kilowatt-hour
2023,12,NE,10.47,cents per kilowatt-hour
2023,12,NE,0.0,cents per kilowatt-hour
2023,12,NV,15.55,cents per kilowatt-hour
2023,12,NV,12.1,cents per kilowatt-hour
2023,12,NH,24.74,cents per kilowatt-hour
2023,12,NH,0.0,cents per kilowatt-hour
2023,12,NJ,17.56,cents per kilowatt-hour
2023,12,NJ,11.66,cents per kilowatt-hour
2023,12,NM,13.37,cents per kilowatt-hour
2023,12,NM,0.0,cents per kilowatt-hour
2023,12,NY,22.42,cents per kilowatt-hour
2023,12,NY,14.38,cents per kilowatt-hour
2023,12,NC,12.97,cents per kilowatt-hour
2023,12,NC,9.33,cents per kilowatt-hour
2023,09,MS,12.85,cents per kilowatt-hour
2023,09,MS,0.0,cents per kilowatt-hour
2023,09,MO,14.03,cents per kilowatt-hour
2023,09,MO,13.31,cents per kilowatt-hour
2023,09,MT,13.15,cents per kilowatt-hour
2023,09,MT,0.0,cents per kilowatt-hour
2023,09,NE,12.32,cents per kilowatt-hour
2023,09,NE,0.0,cents per kilowatt-hour
2023,09,NV,16.94,cents per kilowatt-hour
2023,09,NV,13.01,cents per kilowatt-hour
2023,09,NH,23.24,cents per kilowatt-hour
2023,09,NH,0.0,cents per kilowatt-hour
2023,09,NJ,17.97,cents per kilowatt-hour
2023,09,NJ,11.86,cents per kilowatt-hour
2023,09,NM,14.88,cents per kilowatt-hour
2023,09,NM,0.0,cents per kilowatt-hour
2023,09,NY,23.24,cents per kilowatt-hour
2023,09,NY,19.09,cents per kilowatt-hour
2023,09,NC,13.72,cents per kilowatt-hour
2023,09,NC,10.12,cents per kilowatt-hour
2023,10,DC,18.03,cents per kilowatt-hour
2023,10,DC,10.51,cents per kilowatt-hour
2023,10,FL,15.45,cents per kilowatt-hour
2023,10,FL,11.45,cents per kilowatt-hour
2023,10,GA,13.69,cents per kilowatt-hour
2023,10,GA,6.13,cents per kilowatt-hour
2023,10,HI,42.68,cents per kilowatt-hour
2023,10,HI,0.0,cents per kilowatt-hour
2023,10,ID,12.07,cents per kilowatt-hour
2023,10,ID,0.0,cents per kilowatt-hour
2023,10,IL,15.75,cents per kilowatt-hour
2023,10,IL,7.14,cents per kilowatt-hour
2023,10,IN,15.17,cents per kilowatt-hour
2023,10,IN,13.29,cents per kilowatt-hour
2023,10,IA,13.46,cents per kilowatt-hour
2023,10,IA,0.0,cents per kilowatt-hour
2023,10,KS,13.45,cents per kilowatt-hour
2023,10,KS,0.0,cents per kilowatt-hour
2023,12,ND,10.27,cents per kilowatt-hour
2023,12,ND,0.0,cents per kilowatt-hour
2023,12,OH,15.57,cents per kilowatt-hour
2023,12,OH,6.14,cents per kilowatt-hour
2023,04,SAT,10.11,cents per kilowatt-hour
2023,04,ESC,13.06,cents per kilowatt-hour
2023,04,ESC,0.0,cents per kilowatt-hour
2023,04,WSC,13.56,cents per kilowatt-hour
2023,04,WSC,7.37,cents per kilowatt-hour
2023,04,MTN,13.38,cents per kilowatt-hour
2023,04,MTN,12.16,cents per kilowatt-hour
2023,04,PACC,21.33,cents per kilowatt-hour
2023,04,PACC,11.37,cents per kilowatt-hour
2023,04,PACN,34.5,cents per kilowatt-hour
2023,04,PACN,0.0,cents per kilowatt-hour
2023,04,US,16.1,cents per kilowatt-hour
2023,04,US,12.05,cents per kilowatt-hour
2023,07,LA,11.26,cents per kilowatt-hour
2023,07,LA,10.91,cents per kilowatt-hour
2023,03,ND,9.75,cents per kilowatt-hour
2023,03,ND,0.0,cents per kilowatt-hour
2023,03,OH,14.89,cents per kilowatt-hour
2023,03,OH,5.63,cents per kilowatt-hour
2023,06,OK,12.43,cents per kilowatt-hour
2023,06,OK,0.0,cents per kilowatt-hour
2023,06,OR,13.14,cents per kilowatt-hour
2023,06,OR,11.36,cents per kilowatt-hour
2023,06,PA,18.39,cents per kilowatt-hour
2023,06,PA,9.04,cents per kilowatt-hour
2023,06,RI,23.83,cents per kilowatt-hour
2023,06,RI,17.72,cents per kilowatt-hour
2023,06,SC,13.75,cents per kilowatt-hour
2023,06,SC,0.0,cents per kilowatt-hour
2023,06,SD,13.3,cents per kilowatt-hour
2023,06,SD,0.0,cents per kilowatt-hour
2023,03,MTN,13.04,cents per kilowatt-hour
2023,03,MTN,12.14,cents per kilowatt-hour
2023,09,ND,12.83,cents per kilowatt-hour
2023,09,ND,0.0,cents per kilowatt-hour
2023,10,KY,13.17,cents per kilowatt-hour
2023,10,KY,0.0,cents per kilowatt-hour
2023,10,LA,11.95,cents per kilowatt-hour
2023,10,LA,10.61,cents per kilowatt-hour
2023,10,ME,29.06,cents per kilowatt-hour
2023,10,ME,0.0,cents per kilowatt-hour
2023,10,MD,18.38,cents per kilowatt-hour
2023,10,MD,11.55,cents per kilowatt-hour
2023,10,MA,28.19,cents per kilowatt-hour
2023,10,MA,6.65,cents per kilowatt-hour
2023,10,MI,19.2,cents per kilowatt-hour
2023,10,MI,14.43,cents per kilowatt-hour
2023,10,MN,15.45,cents per kilowatt-hour
2023,10,MN,12.4,cents per kilowatt-hour
2023,10,MS,13.47,cents per kilowatt-hour
2023,10,MS,0.0,cents per kilowatt-hour
2023,10,MO,12.2,cents per kilowatt-hour
2023,10,MO,12.48,cents per kilowatt-hour
2023,10,MT,12.93,cents per kilowatt-hour
2023,10,MT,0.0,cents per kilowatt-hour
2023,07,ME,27.73,cents per kilowatt-hour
2023,07,ME,0.0,cents per kilowatt-hour
2023,07,VT,20.45,cents per kilowatt-hour
2023,07,VT,0.0,cents per kilowatt-hour
2023,07,VA,13.88,cents per kilowatt-hour
2023,07,VA,10.91,cents per kilowatt-hour
2023,07,WA,11.15,cents per kilowatt-hour
2023,07,WA,9.89,cents per kilowatt-hour
2023,07,WV,14.08,cents per kilowatt-hour
2023,07,WV,0.0,cents per kilowatt-hour
2023,07,WI,17.02,cents per kilowatt-hour
2023,07,WI,16.5,cents per kilowatt-hour
2023,07,WY,12.49,cents per kilowatt-hour
2023,07,WY,0.0,cents per kilowatt-hour
2023,07,NEW,26.84,cents per kilowatt-hour
2023,07,NEW,12.52,cents per kilowatt-hour
2023,07,MAT,19.7,cents per kilowatt-hour
2023,07,MAT,14.73,cents per kilowatt-hour
2023,09,WV,14.35,cents per kilowatt-hour
2023,09,WV,0.0,cents per kilowatt-hour
2023,02,NC,12.75,cents per kilowatt-hour
2023,02,NC,7.81,cents per kilowatt-hour
2023,02,ND,10.01,cents per kilowatt-hour
2023,02,ND,0.0,cents per kilowatt-hour
2023,02,OH,14.62,cents per kilowatt-hour
2023,02,OH,5.31,cents per kilowatt-hour
2023,01,KY,12.83,cents per kilowatt-hour
2023,01,KY,0.0,cents per kilowatt-hour
2023,01,LA,11.98,cents per kilowatt-hour
2023,01,LA,9.77,cents per kilowatt-hour
2023,01,ME,24.08,cents per kilowatt-hour
2023,01,ME,0.0,cents per kilowatt-hour
2023,01,MD,15.98,cents per kilowatt-hour
2023,01,MD,10.79,cents per kilowatt-hour
2023,01,MA,32.19,cents per kilowatt-hour
2023,01,MA,7.2,cents per kilowatt-hour
2023,01,MI,18.16,cents per kilowatt-hour
2023,01,MI,12.07,cents per kilowatt-hour
2023,01,MN,13.25,cents per kilowatt-hour
2023,01,MN,11.07,cents per kilowatt-hour
2023,01,MS,12.98,cents per kilowatt-hour
2023,01,MS,0.0,cents per kilowatt-hour
2023,01,MO,10.54,cents per kilowatt-hour
2023,01,MO,7.14,cents per kilowatt-hour
2023,01,MT,11.89,cents per kilowatt-hour
2023,01,MT,0.0,cents per kilowatt-hour
2023,01,NE,9.27,cents per kilowatt-hour
2023,09,WI,17.41,cents per kilowatt-hour
2023,09,WI,19.26,cents per kilowatt-hour
2023,09,WY,12.64,cents per kilowatt-hour
2023,09,WY,0.0,cents per kilowatt-hour
2023,09,NEW,27.37,cents per kilowatt-hour
2023,09,NEW,12.49,cents per kilowatt-hour
2023,09,MAT,20.11,cents per kilowatt-hour
2023,09,MAT,17.58,cents per kilowatt-hour
2023,09,OH,15.59,cents per kilowatt-hour
2023,09,OH,6.68,cents per kilowatt-hour
2023,09,OK,13.03,cents per kilowatt-hour
2023,09,OK,0.0,cents per kilowatt-hour
2023,09,OR,13.19,cents per kilowatt-hour
2023,09,OR,11.28,cents per kilowatt-hour
2023,09,PA,18.02,cents per kilowatt-hour
2023,09,PA,10.6,cents per kilowatt-hour
2023,09,RI,25.27,cents per kilowatt-hour
2023,05,PACN,34.99,cents per kilowatt-hour
2023,05,PACN,0.0,cents per kilowatt-hour
2023,01,AK,21.73,cents per kilowatt-hour
2023,01,AK,0.0,cents per kilowatt-hour
2023,01,AZ,12.63,cents per kilowatt-hour
2023,01,AZ,8.77,cents per kilowatt-hour
2023,01,AR,11.42,cents per kilowatt-hour
2023,01,AR,13.94,cents per kilowatt-hour
2023,01,CA,26.47,cents per kilowatt-hour
2023,01,CA,11.67,cents per kilowatt-hour
2023,01,CO,14.11,cents per kilowatt-hour
2023,01,CO,12.57,cents per kilowatt-hour
2023,01,CT,30.29,cents per kilowatt-hour
2023,01,CT,25.99,cents per kilowatt-hour
2023,01,WV,13.06,cents per kilowatt-hour
2023,01,WV,0.0,cents per kilowatt-hour
2023,01,WI,16.17,cents per kilowatt-hour
2023,01,WI,15.54,cents per kilowatt-hour
2023,10,US,16.48,cents per kilowatt-hour
2023,10,US,12.65,cents per kilowatt-hour
2023,11,AL,14.98,cents per kilowatt-hour
2023,11,AL,0.0,cents per kilowatt-hour
2023,11,AK,24.13,cents per kilowatt-hour
2023,11,AK,0.0,cents per kilowatt-hour
2023,11,AZ,14.55,cents per kilowatt-hour
2023,11,AZ,9.68,cents per kilowatt-hour
2023,01,NE,0.0,cents per kilowatt-hour
2023,01,NV,16.8,cents per kilowatt-hour
2023,01,NV,11.91,cents per kilowatt-hour
2023,01,NH,31.68,cents per kilowatt-hour
2023,01,NH,0.0,cents per kilowatt-hour
2023,01,OK,10.75,cents per kilowatt-hour
2023,01,OK,0.0,cents per kilowatt-hour
2023,01,OR,12.09,cents per kilowatt-hour
2023,01,OR,11.16,cents per kilowatt-hour
2023,01,PA,18.02,cents per kilowatt-hour
2023,01,PA,11.24,cents per kilowatt-hour
2023,01,RI,28.94,cents per kilowatt-hour
2023,01,RI,17.94,cents per kilowatt-hour
2023,01,SC,13.58,cents per kilowatt-hour
2023,01,SC,0.0,cents per kilowatt-hour
2023,01,SD,11.19,cents per kilowatt-hour
2023,01,SD,0.0,cents per kilowatt-hour
